bathrooms,bedrooms,desc,living_rooms,postcode,price,property_type,town_city
2,3,Available with Zero Deposit Guarantee. A bright 3 bedroom apartment conveniently located for the amenities of Chelsea and the Kings Road in SW3 The property is situated on the first floor and ...,1,SW3,"6,478",flat,London
2,4,"An elegant and spacious property spread over four floors of a period building in the heart of Old Chelsea, easy walking distance to Kings Road and Sloane Square. A fabulous 1st floor ...",1,SW3,"6,478",triplex,London
4,7,*3D Viewing Tour Available on Request* A very well presented family home located in the heart of Brook Green. Location Anley Road is located in a quiet residential street within close ...,3,W14,"6,478",terraced house,London
4,7,"Video tour available This well-located family home situated on a pretty tree-lined street in Brook Green. Occupying 2756 sqft of versatile living space, this spacious home is ideal for a ...",2,W14,"6,478",terraced house,London
2,3,"This incredible three bedroom penthouse is set over 2145 sq ft and presented in excellent condition throughout. It is fitted with an integrated sound system, security system and has direct ...",1,SW3,"6,478",maisonette,London
2,3,A stunning penthouse apartment set over the third and fourth floors with lift access in this unique development designed by Seth Stein. This period property has been lovingly refurbished ...,1,W1U,"6,478",flat,London
2,2,Stunning three bedroom penthouse apartment with a wrap around balcony in the heart of St James. Located on a quiet side street to the world famous Jermyn Street the apartment is very quiet ...,1,SW1Y,"6,478",flat,London
2,2,"This is a luxury apartment, comprising: 2 bedrooms, 2 bathrooms, fully fitted kitchen and open plan reception. The property of approx 797 sq ft is fully furnished and available for immediate ...",1,SW1Y,"6,478",flat,London
2,3,"The apartment is situated on the fifth floor of this prestigious building which features 24 hour concierge, lift service, and secure underground parking. The stunning apartment comprises ...",1,W2,"6,478",flat,London
2,3,"A stunning interior designed apartment, set within the heart of the Paddington Basin. This modern apartment features a spacious open plan kitchen/reception room, three double bedrooms (master ...",1,W2,"6,478",flat,London
2,2,"Short let. Set within a striking residential development in the heart of St James's, this fabulous 2 bedroom penthouse apartment offers beautifully presented living space with chic interiors. ...",1,SW1Y,"6,479",flat,London
2,2,"Zero deposit available. Long let. Set within a striking residential development in the heart of St James's, this fabulous 2 bedroom penthouse apartment offers beautifully presented living ...",1,SW1Y,"6,479",flat,London
2,2,"A brand new interior designed two-bedroom, two-bathroom apartment with a stunning roof terrace located in the heart of the beautiful Phillimore Estate. The property is just moments from both ...",1,W8,"6,478",flat,London
2,2,"This is a superb modern 2 bedroom, 2 bathroom flat in an exclusive part of Knightsbridge. Location The property is centrally located for the amenities in Knightsbridge including Harrods, ...",1,SW7,"6,478",flat,London
5,5,Presented in immaculate condition and with fantastic views of St.Johns Church in Smith Square this superb five bedroom townhouse offers modern and bespoke interiors throughout and is set in ...,1,SW1P,"6,478",town house,London
4,5,This period building retains the original facade but inside is a beautiful contemporary house with modern appliances and excellent living space. The townhouse comprises a large master bedroom ...,1,SW1P,"6,478",detached house,London
2,3,"O.I.G Real Estate are proud to present this four bedroom, three bathroom apartment. The property benefits from wooden flooring, an abundance of natural light, 24-hour concierge, private ...",1,W2,"6,478",flat,London
2,3,"Offered on a Short Let basis, this newly refurbished & interior designed 3 bedrooms, 2 bathrooms apartment finished to the highest standard set on the fifth floor within this exceptional ...",1,SW1Y,"6,478",flat,London
2,2,"This stunning interior-designed 2 bedroom apartment has spectacular views over Lords Cricket Ground. Comprising two luxury bedrooms & two bathrooms, a wonderful living room with separate ...",1,NW8,"6,478",flat,London
2,3,"A well appointed, south facing, three double bedroom apartment situated on the Seventh floor of this popular development within the Paddington Basin, overlooking the Grand Union Canal. The ...",1,W2,"6,478",flat,London
2,4,"A stunning four bedroom apartment for rent in the heart of Maida Vale. An elegant well proportioned apartment forming part of one of the most desirable blocks in Maida Vale with a lift, and ...",1,W9,"6,478",flat,London
1,2,An immaculate and well presented apartment on a sought after residential street in Notting Hill offering access to the exceptional communal gardens. Notably the property is pet friendly. This ...,2,W11,"6,478",flat,London
2,3,"***short let up to 6 months*** A large and bright three bedroom family apartment located on the first floor of this popular red brick mansion block, located just off the Kings Road and a ...",1,SW3,"6,478",flat,London
2,4,"Apartment overview: - North West London, Madia Vale. -Nearest tube station Maida Vale (5 mins. Walk) on Bakerloo Line -Numerous bus routes on the door step to The City and West End -Easy ...",1,W9,"6,478",flat,London
,3,"The stunning south facing interior designed apartment is situated on the fifth floor of this prestigious building which features concierge service, lift service, and secure underground ...",,W2,"6,478",flat,London
,3,"A stunning interior designed apartment, set within the heart of the Paddington Basin and close to the popular West End Quay, comprising a beautiful reception room with superb views, a superb ...",,W2,"6,478",flat,London
2,3,"This unique apartment comprises a spacious living and entertaining open plan kitchen and reception area with the Canal views, three double bedrooms (the master bedroom with an en-suite ...",1,W2,"6,478",flat,London
2,3,"We are pleased to offer this stunning interior designed apartment, set within the heart of the Paddington Basin and close to the popular West End Quay. The apartment is situated on the fifth ...",1,W2,"6,478",flat,London
2,3,"This large three double bedroom apartment has spacious living and entertaining space with a beautiful reception room, offering breath-taking views over London and the Paddington Basin. It ...",1,W2,"6,478",flat,London
2,3,"This unique apartment comprises a spacious living and entertaining open plan kitchen and reception area with the Canal views, three double bedrooms (the master bedroom with an en-suite ...",1,W2,"6,478",flat,London
,3,"Well appointed, south facing, three double bedroom apartment situated on the Seventh floor of this popular development within the Paddington Basin, overlooking the Grand Union Canal. The ...",,W2,"6,478",flat,London
2,3,"A large and modern three bedroom apartment on the 5th floor of a prestigious new development in the Paddington Basin. The property comprises three double bedrooms one of which is en-suite, a ...",1,W2,"6,478",flat,London
2,3,"The stunning south facing interior designed apartment is situated on the fifth floor of this prestigious building which features concierge service, lift service, and secure underground ...",1,W2,"6,478",flat,London
3,3,"The stunning south facing interior designed apartment is situated on the fifth floor of this prestigious building which features concierge service, lift service, and secure underground ...",1,W2,"6,478",flat,London
2,3,"Located on the 10th floor of this prestigious building in the heart of Paddington, this stunning apartment offers superb views of the London skyline and Grand Union Canal. This spacious and ...",1,W2,"6,478",flat,London
2,3,"Modenr three-bedroom apartment within an exlusive development in the heart of Padington Basin. UK Sothebys International Realty is proud to present this three-bedroom, three-bathroom ...",1,W2,"6,478",flat,London
